run_date,city,platform,campaign_type,sub_metric,D1,LMTD,LM,MTD,MTD_vs_LMTD,PROJECTED,L7D,LL7D
2026-04-09,Kochi,Meta,Facebook - Total,SPEND,11278.63,87260.4,306974.72,102614.08,17.6,342046.93,81545.57,69209.92
2026-04-09,Kochi,Meta,Facebook - Total,CLICKS,1783,10724,37257,14430,34.6,48100,11582,8880
2026-04-09,Kochi,Meta,Facebook - Total,CPC,6.33,8.14,8.24,7.11,,,7.04,7.79
2026-04-09,Kolkata,Google,Google - PMAX,SPEND,4481.77,39009.07,138126.72,41779.11,7.1,139263.7,33087.24,30614.07
2026-04-09,Kolkata,Google,Google - PMAX,CLICKS,4188,22718,74407,48785,114.7,162616,41479,33800
2026-04-09,Kolkata,Google,Google - PMAX,CPC,1.07,1.72,1.86,0.86,,,0.8,0.91
2026-04-09,Kolkata,Google,Google - UACi,SPEND,2559.71,23689.69,77433.74,26130.64,10.3,87102.13,20904.91,16775.94
2026-04-09,Kolkata,Google,Google - UACi,CLICKS,249,2300,7539,2444,6.3,8146,1997,1566
2026-04-09,Kolkata,Google,Google - UACi,CPC,10.28,10.3,10.27,10.69,,,10.47,10.71
2026-04-09,Kolkata,Google,Google - UACe,SPEND,2805.08,19925.57,66872.03,27938.63,40.2,93128.77,22814.58,14486.83
2026-04-09,Kolkata,Google,Google - UACe,CLICKS,603,4186,14709,6073,45.1,20243,4847,3492
2026-04-09,Kolkata,Google,Google - UACe,CPC,4.65,4.76,4.55,4.6,,,4.71,4.15
2026-04-09,Kolkata,Google,Google - Search,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Kolkata,Google,Google - Search,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Kolkata,Google,Google - Search,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Kolkata,Google,Google - Total,SPEND,9846.55,82624.32,282432.49,95848.38,16.0,319494.6,76806.72,61876.85
2026-04-09,Kolkata,Google,Google - Total,CLICKS,5040,29204,96655,57302,96.2,191006,48323,38858
2026-04-09,Kolkata,Google,Google - Total,CPC,1.95,2.83,2.92,1.67,,,1.59,1.59
2026-04-09,Kolkata,Meta,Facebook - Catalog,SPEND,7907.53,65296.28,230148.1,75741.61,16.0,252472.03,59467.48,53082.47
2026-04-09,Kolkata,Meta,Facebook - Catalog,CLICKS,1868,14837,53426,18127,22.2,60423,14402,11993
2026-04-09,Kolkata,Meta,Facebook - Catalog,CPC,4.23,4.4,4.31,4.18,,,4.13,4.43
2026-04-09,Kolkata,Meta,Facebook - Conversion,SPEND,4032.06,15344.01,53230.76,33812.09,120.4,112706.97,28866.34,13640.27
2026-04-09,Kolkata,Meta,Facebook - Conversion,CLICKS,608,1810,5872,5007,176.6,16690,4283,1701
2026-04-09,Kolkata,Meta,Facebook - Conversion,CPC,6.63,8.48,9.07,6.75,,,6.74,8.02
2026-04-09,Kolkata,Meta,Facebook - Total,SPEND,11939.59,80640.29,283378.86,109553.7,35.9,365179.0,88333.82,66722.74
2026-04-09,Kolkata,Meta,Facebook - Total,CLICKS,2476,16647,59298,23134,39.0,77113,18685,13694
2026-04-09,Kolkata,Meta,Facebook - Total,CPC,4.82,4.84,4.78,4.74,,,4.73,4.87
2026-04-09,Lucknow,Google,Google - PMAX,SPEND,7932.51,66556.0,235332.32,77703.32,16.7,259011.07,57557.19,73624.16
2026-04-09,Lucknow,Google,Google - PMAX,CLICKS,8018,16875,211373,94980,462.8,316600,66699,101894
2026-04-09,Lucknow,Google,Google - PMAX,CPC,0.99,3.94,1.11,0.82,,,0.86,0.72
2026-04-09,Lucknow,Google,Google - UACi,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Lucknow,Google,Google - UACi,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Lucknow,Google,Google - UACi,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Lucknow,Google,Google - UACe,SPEND,170.49,0,0,4774.2,,15914.0,4774.2,0
2026-04-09,Lucknow,Google,Google - UACe,CLICKS,37,0,0,1858,,6193,1858,0
2026-04-09,Lucknow,Google,Google - UACe,CPC,4.61,0.0,0.0,2.57,,,2.57,0.0
2026-04-09,Lucknow,Google,Google - Search,SPEND,1957.61,14058.38,53454.65,17077.7,21.5,56925.67,13366.83,12744.26
2026-04-09,Lucknow,Google,Google - Search,CLICKS,605,3698,15083,5414,46.4,18046,4340,3777
2026-04-09,Lucknow,Google,Google - Search,CPC,3.24,3.8,3.54,3.15,,,3.08,3.37
2026-04-09,Lucknow,Google,Google - Total,SPEND,10060.61,80614.37,288786.97,99555.22,23.5,331850.73,75698.22,86368.42
2026-04-09,Lucknow,Google,Google - Total,CLICKS,8660,20573,226456,102252,397.0,340840,72897,105671
2026-04-09,Lucknow,Google,Google - Total,CPC,1.16,3.92,1.28,0.97,,,1.04,0.82
2026-04-09,Lucknow,Meta,Facebook - Catalog,SPEND,9201.81,74537.9,290439.66,87882.74,17.9,292942.47,67873.65,69355.94
2026-04-09,Lucknow,Meta,Facebook - Catalog,CLICKS,2801,21600,83205,24853,15.1,82843,19413,18608
2026-04-09,Lucknow,Meta,Facebook - Catalog,CPC,3.29,3.45,3.49,3.54,,,3.5,3.73
2026-04-09,Lucknow,Meta,Facebook - Conversion,SPEND,5240.32,25623.86,88475.6,43413.03,69.4,144710.1,36065.27,21373.39
2026-04-09,Lucknow,Meta,Facebook - Conversion,CLICKS,570,2722,8817,4743,74.2,15810,3959,2159
2026-04-09,Lucknow,Meta,Facebook - Conversion,CPC,9.19,9.41,10.03,9.15,,,9.11,9.9
2026-04-09,Lucknow,Meta,Facebook - Total,SPEND,14442.13,100161.76,378915.26,131295.77,31.1,437652.57,103938.92,90729.33
2026-04-09,Lucknow,Meta,Facebook - Total,CLICKS,3371,24322,92022,29596,21.7,98653,23372,20767
2026-04-09,Lucknow,Meta,Facebook - Total,CPC,4.28,4.12,4.12,4.44,,,4.45,4.37
2026-04-09,Mumbai,Google,Google - PMAX,SPEND,14929.09,101359.28,437931.89,133808.92,32.0,446029.73,103499.33,108357.32
2026-04-09,Mumbai,Google,Google - PMAX,CLICKS,6140,16237,193739,59588,267.0,198626,46041,46483
2026-04-09,Mumbai,Google,Google - PMAX,CPC,2.43,6.24,2.26,2.25,,,2.25,2.33
2026-04-09,Mumbai,Google,Google - UACi,SPEND,5390.3,40087.17,138086.95,46855.63,16.9,156185.43,37820.92,29723.36
2026-04-09,Mumbai,Google,Google - UACi,CLICKS,439,3865,13089,4334,12.1,14446,3417,2899
2026-04-09,Mumbai,Google,Google - UACi,CPC,12.28,10.37,10.55,10.81,,,11.07,10.25
2026-04-09,Mumbai,Google,Google - UACe,SPEND,7766.6,62257.81,216499.12,96124.83,54.4,320416.1,79156.84,51246.4
2026-04-09,Mumbai,Google,Google - UACe,CLICKS,1425,10484,37878,19543,86.4,65143,16398,9067
2026-04-09,Mumbai,Google,Google - UACe,CPC,5.45,5.94,5.72,4.92,,,4.83,5.65
2026-04-09,Mumbai,Google,Google - Search,SPEND,4489.73,51136.44,183914.9,41750.93,-18.4,139169.77,34449.05,31744.27
2026-04-09,Mumbai,Google,Google - Search,CLICKS,1086,9159,36614,11504,25.6,38346,9088,8333
2026-04-09,Mumbai,Google,Google - Search,CPC,4.13,5.58,5.02,3.63,,,3.79,3.81
2026-04-09,Mumbai,Google,Google - Total,SPEND,32575.72,254840.71,976432.87,318540.3,25.0,1061801.0,254926.15,221071.35
2026-04-09,Mumbai,Google,Google - Total,CLICKS,9090,39745,281320,94969,138.9,316563,74944,66782
2026-04-09,Mumbai,Google,Google - Total,CPC,3.58,6.41,3.47,3.35,,,3.4,3.31
2026-04-09,Mumbai,Meta,Facebook - Catalog,SPEND,30224.43,226918.74,792160.58,304988.52,34.4,1016628.4,245628.34,181952.02
2026-04-09,Mumbai,Meta,Facebook - Catalog,CLICKS,8014,65057,221039,73729,13.3,245763,58909,44335
2026-04-09,Mumbai,Meta,Facebook - Catalog,CPC,3.77,3.49,3.58,4.14,,,4.17,4.1
2026-04-09,Mumbai,Meta,Facebook - Conversion,SPEND,7627.34,57397.26,220242.25,65965.25,14.9,219884.17,51119.73,52270.93
2026-04-09,Mumbai,Meta,Facebook - Conversion,CLICKS,699,4468,16484,5280,18.2,17600,4022,3849
2026-04-09,Mumbai,Meta,Facebook - Conversion,CPC,10.91,12.85,13.36,12.49,,,12.71,13.58
2026-04-09,Mumbai,Meta,Facebook - Total,SPEND,37851.77,284316.0,1012402.83,370953.77,30.5,1236512.57,296748.07,234222.95
2026-04-09,Mumbai,Meta,Facebook - Total,CLICKS,8713,69525,237523,79009,13.6,263363,62931,48184
2026-04-09,Mumbai,Meta,Facebook - Total,CPC,4.34,4.09,4.26,4.7,,,4.72,4.86
2026-04-09,Patna,Google,Google - PMAX,SPEND,1215.81,11382.54,36456.4,10948.92,-3.8,36496.4,8790.16,8059.15
2026-04-09,Patna,Google,Google - PMAX,CLICKS,1818,7258,73495,14726,102.9,49086,12049,11630
2026-04-09,Patna,Google,Google - PMAX,CPC,0.67,1.57,0.5,0.74,,,0.73,0.69
2026-04-09,Patna,Google,Google - UACi,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Patna,Google,Google - UACi,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Patna,Google,Google - UACi,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Patna,Google,Google - UACe,SPEND,440.46,0,0,4799.57,,15998.57,4799.57,0
2026-04-09,Patna,Google,Google - UACe,CLICKS,242,0,0,2150,,7166,2150,0
2026-04-09,Patna,Google,Google - UACe,CPC,1.82,0.0,0.0,2.23,,,2.23,0.0
2026-04-09,Patna,Google,Google - Search,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Patna,Google,Google - Search,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Patna,Google,Google - Search,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Patna,Google,Google - Total,SPEND,1656.27,11382.54,36456.4,15748.49,38.4,52494.97,13589.73,8059.15
2026-04-09,Patna,Google,Google - Total,CLICKS,2060,7258,73495,16876,132.5,56253,14199,11630
2026-04-09,Patna,Google,Google - Total,CPC,0.8,1.57,0.5,0.93,,,0.96,0.69
2026-04-09,Patna,Meta,Facebook - Catalog,SPEND,665.33,15721.42,37903.3,8432.46,-46.4,28108.2,6990.66,7108.4
2026-04-09,Patna,Meta,Facebook - Catalog,CLICKS,201,3673,9430,1982,-46.0,6606,1586,1304
2026-04-09,Patna,Meta,Facebook - Catalog,CPC,3.31,4.28,4.02,4.25,,,4.41,5.45
2026-04-09,Patna,Meta,Facebook - Conversion,SPEND,1946.81,15219.1,54862.52,17128.37,12.5,57094.57,13347.5,12710.65
2026-04-09,Patna,Meta,Facebook - Conversion,CLICKS,205,1584,5193,2066,30.4,6886,1575,1413
2026-04-09,Patna,Meta,Facebook - Conversion,CPC,9.5,9.61,10.56,8.29,,,8.47,9.0
2026-04-09,Patna,Meta,Facebook - Total,SPEND,2612.14,30940.52,92765.82,25560.83,-17.4,85202.77,20338.16,19819.05
2026-04-09,Patna,Meta,Facebook - Total,CLICKS,406,5257,14623,4048,-23.0,13493,3161,2717
2026-04-09,Patna,Meta,Facebook - Total,CPC,6.43,5.89,6.34,6.31,,,6.43,7.29
2026-04-09,Pune,Google,Google - PMAX,SPEND,21219.31,126042.13,625529.43,183474.86,45.6,611582.87,146806.03,139881.0
2026-04-09,Pune,Google,Google - PMAX,CLICKS,14780,15670,408306,192354,1127.5,641180,161131,123371
2026-04-09,Pune,Google,Google - PMAX,CPC,1.44,8.04,1.53,0.95,,,0.91,1.13
2026-04-09,Pune,Google,Google - UACi,SPEND,9153.02,58498.27,210415.26,77655.22,32.7,258850.73,62635.05,47365.57
2026-04-09,Pune,Google,Google - UACi,CLICKS,1049,6674,23651,8961,34.3,29870,7172,5657
2026-04-09,Pune,Google,Google - UACi,CPC,8.73,8.77,8.9,8.67,,,8.73,8.37
2026-04-09,Pune,Google,Google - UACe,SPEND,5178.4,29171.94,168355.58,69697.95,138.9,232326.5,58081.82,54575.86
2026-04-09,Pune,Google,Google - UACe,CLICKS,2040,6582,54846,22746,245.6,75820,19430,17386
2026-04-09,Pune,Google,Google - UACe,CPC,2.54,4.43,3.07,3.06,,,2.99,3.14
2026-04-09,Pune,Google,Google - Search,SPEND,3678.17,26606.06,122595.29,37488.13,40.9,124960.43,29119.44,33357.52
2026-04-09,Pune,Google,Google - Search,CLICKS,913,6331,25668,9454,49.3,31513,7566,6861
2026-04-09,Pune,Google,Google - Search,CPC,4.03,4.2,4.78,3.97,,,3.85,4.86
2026-04-09,Pune,Google,Google - Total,SPEND,39228.89,240318.4,1126895.56,368316.16,53.3,1227720.53,296642.34,275179.95
2026-04-09,Pune,Google,Google - Total,CLICKS,18782,35257,512471,233515,562.3,778383,195299,153275
2026-04-09,Pune,Google,Google - Total,CPC,2.09,6.82,2.2,1.58,,,1.52,1.8
2026-04-09,Pune,Meta,Facebook - Catalog,SPEND,46838.18,236614.87,1123809.75,418668.64,76.9,1395562.13,328710.27,333977.8
2026-04-09,Pune,Meta,Facebook - Catalog,CLICKS,11567,55556,268553,102034,83.7,340113,79803,80995
2026-04-09,Pune,Meta,Facebook - Catalog,CPC,4.05,4.26,4.18,4.1,,,4.12,4.12
2026-04-09,Pune,Meta,Facebook - Conversion,SPEND,9019.37,52242.6,195462.77,78529.17,50.3,261763.9,62393.81,48706.6
2026-04-09,Pune,Meta,Facebook - Conversion,CLICKS,847,4339,16708,7322,68.7,24406,5788,4721
2026-04-09,Pune,Meta,Facebook - Conversion,CPC,10.65,12.04,11.7,10.73,,,10.78,10.32
2026-04-09,Pune,Meta,Facebook - Total,SPEND,55857.55,288857.47,1319272.52,497197.81,72.1,1657326.03,391104.08,382684.4
2026-04-09,Pune,Meta,Facebook - Total,CLICKS,12414,59895,285261,109356,82.6,364520,85591,85716
2026-04-09,Pune,Meta,Facebook - Total,CPC,4.5,4.82,4.62,4.55,,,4.57,4.46
2026-04-09,Surat,Google,Google - PMAX,SPEND,1687.87,25605.02,84947.11,24239.24,-5.3,80797.47,18926.09,19497.54
2026-04-09,Surat,Google,Google - PMAX,CLICKS,330,33863,113252,28714,-15.2,95713,15557,33984
2026-04-09,Surat,Google,Google - PMAX,CPC,5.11,0.76,0.75,0.84,,,1.22,0.57
2026-04-09,Surat,Google,Google - UACi,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Surat,Google,Google - UACi,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Surat,Google,Google - UACi,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Surat,Google,Google - UACe,SPEND,207.1,0,0,4629.67,,15432.23,4629.67,0
2026-04-09,Surat,Google,Google - UACe,CLICKS,69,0,0,1705,,5683,1705,0
2026-04-09,Surat,Google,Google - UACe,CPC,3.0,0.0,0.0,2.72,,,2.72,0.0
2026-04-09,Surat,Google,Google - Search,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Surat,Google,Google - Search,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Surat,Google,Google - Search,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Surat,Google,Google - Total,SPEND,1894.97,25605.02,84947.11,28868.9,12.7,96229.67,23555.76,19497.54
2026-04-09,Surat,Google,Google - Total,CLICKS,399,33863,113252,30419,-10.2,101396,17262,33984
2026-04-09,Surat,Google,Google - Total,CPC,4.75,0.76,0.75,0.95,,,1.36,0.57
2026-04-09,Surat,Meta,Facebook - Catalog,SPEND,4134.12,39487.53,136582.65,40161.99,1.7,133873.3,31406.46,30252.17
2026-04-09,Surat,Meta,Facebook - Catalog,CLICKS,1155,12097,38650,11303,-6.6,37676,8961,7603
2026-04-09,Surat,Meta,Facebook - Catalog,CPC,3.58,3.26,3.53,3.55,,,3.5,3.98
2026-04-09,Surat,Meta,Facebook - Conversion,SPEND,1539.55,12417.46,43931.25,13463.62,8.4,44878.73,10422.21,10327.77
2026-04-09,Surat,Meta,Facebook - Conversion,CLICKS,127,1073,3756,1180,10.0,3933,869,961
2026-04-09,Surat,Meta,Facebook - Conversion,CPC,12.12,11.57,11.7,11.41,,,11.99,10.75
2026-04-09,Surat,Meta,Facebook - Total,SPEND,5673.67,51904.99,180513.9,53625.61,3.3,178752.03,41828.67,40579.94
2026-04-09,Surat,Meta,Facebook - Total,CLICKS,1282,13170,42406,12483,-5.2,41610,9830,8564
2026-04-09,Surat,Meta,Facebook - Total,CPC,4.43,3.94,4.26,4.3,,,4.26,4.74
2026-04-09,Vadodara,Google,Google - PMAX,SPEND,2981.3,23742.57,79633.3,25512.47,7.5,85041.57,20204.22,14705.55
2026-04-09,Vadodara,Google,Google - PMAX,CLICKS,1953,29788,87247,17098,-42.6,56993,13181,8923
2026-04-09,Vadodara,Google,Google - PMAX,CPC,1.53,0.8,0.91,1.49,,,1.53,1.65
2026-04-09,Vadodara,Google,Google - UACi,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Vadodara,Google,Google - UACi,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Vadodara,Google,Google - UACi,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Vadodara,Google,Google - UACe,SPEND,120.44,0,0,4661.18,,15537.27,4661.18,0
2026-04-09,Vadodara,Google,Google - UACe,CLICKS,38,0,0,1502,,5006,1502,0
2026-04-09,Vadodara,Google,Google - UACe,CPC,3.17,0.0,0.0,3.1,,,3.1,0.0
2026-04-09,Vadodara,Google,Google - Search,SPEND,0,0,0,0,,0.0,0,0
2026-04-09,Vadodara,Google,Google - Search,CLICKS,0,0,0,0,,0,0,0
2026-04-09,Vadodara,Google,Google - Search,CPC,0.0,0.0,0.0,0.0,,,0.0,0.0
2026-04-09,Vadodara,Google,Google - Total,SPEND,3101.73,23742.57,79633.3,30173.65,27.1,100578.83,24865.4,14705.55
2026-04-09,Vadodara,Google,Google - Total,CLICKS,1991,29788,87247,18600,-37.6,62000,14683,8923
2026-04-09,Vadodara,Google,Google - Total,CPC,1.56,0.8,0.91,1.62,,,1.69,1.65
2026-04-09,Vadodara,Meta,Facebook - Catalog,SPEND,2622.5,24534.75,85451.03,25019.69,2.0,83398.97,19581.92,19203.38
2026-04-09,Vadodara,Meta,Facebook - Catalog,CLICKS,685,6034,20139,5984,-0.8,19946,4734,4176
2026-04-09,Vadodara,Meta,Facebook - Catalog,CPC,3.83,4.07,4.24,4.18,,,4.14,4.6
2026-04-09,Vadodara,Meta,Facebook - Conversion,SPEND,774.72,7519.24,22638.95,6817.05,-9.3,22723.5,5246.61,4843.47
2026-04-09,Vadodara,Meta,Facebook - Conversion,CLICKS,67,584,1657,504,-13.7,1680,384,359
2026-04-09,Vadodara,Meta,Facebook - Conversion,CPC,11.56,12.88,13.66,13.53,,,13.66,13.49
2026-04-09,Vadodara,Meta,Facebook - Total,SPEND,3397.22,32053.99,108089.98,31836.74,-0.7,106122.47,24828.53,24046.85
2026-04-09,Vadodara,Meta,Facebook - Total,CLICKS,752,6618,21796,6488,-2.0,21626,5118,4535
2026-04-09,Vadodara,Meta,Facebook - Total,CPC,4.52,4.84,4.96,4.91,,,4.85,5.3
